Code,Company name,GICS industry group,High,Low,Open,Close,Volume,Adj Close,moving_20,moving_100,std,price_change,pc_change,short_pred,long_pred
HLS,HEALIUS LIMITED,Health Care Equipment & Services,2.9600000381469727,2.9200000762939453,2.930000066757202,2.940000057220459,734849.0,2.94,3.0354999899864197,2.9741943144798277,0.2541415543259639,0.01,0.34,SELL,SELL
HUB,HUB24 LIMITED,Diversified Financials,11.470000267028809,11.149999618530273,11.329999923706055,11.399999618530273,584982.0,11.4,11.696000003814698,13.30624309539795,4.126863853688002,0.07,0.62,SELL,SELL
IEL,IDP EDUCATION LIMITED,Consumer Services,18.950000762939453,18.6200008392334,18.75,18.700000762939453,225936.0,18.7,18.292500019073486,16.22476565361023,4.045838975870281,-0.05,-0.27,BUY,BUY
ILU,ILUKA RESOURCES LIMITED,Materials,10.890000343322754,10.5,10.649999618530273,10.880000114440918,1109151.0,10.88,10.747000026702882,9.491720066070556,2.583896878051111,0.23,2.16,BUY,BUY
IPL,INCITEC PIVOT LIMITED,Materials,3.259999990463257,3.1500000953674316,3.1500000953674316,3.25,4305345.0,3.25,3.3065000414848327,3.312994077205658,0.49243689092479803,0.1,3.17,SELL,SELL
IGO,INDEPENDENCE GROUP NL,Materials,5.445000171661377,5.300000190734863,5.349999904632568,5.389999866485596,2632900.0,5.39,4.929999995231628,4.761200003623962,0.9638891514754108,0.04,0.75,BUY,BUY
ING,INGHAMS GROUP LIMITED,"Food, Beverage & Tobacco",4.139999866485596,4.070000171661377,4.079999923706055,4.119999885559082,749058.0,4.12,4.091000032424927,4.2545054602622985,0.5231590163635617,0.04,0.98,BUY,SELL
IAG,INSURANCE AUSTRALIA GROUP LIMITED,Insurance,8.5,8.380000114440918,8.380000114440918,8.449999809265137,2980522.0,8.45,8.397499990463256,7.896399998664856,1.8052313102702868,0.07,0.84,BUY,BUY
IVC,INVOCARE LIMITED,Consumer Services,16.350000381469727,16.110000610351562,16.110000610351562,16.200000762939453,177552.0,16.2,16.210499906539916,15.200612392425537,3.3258576852997224,0.09,0.56,SELL,BUY
IFL,IOOF HOLDINGS LIMITED,Diversified Financials,5.25,5.110000133514404,5.190000057220459,5.230000019073486,923267.0,5.23,5.298000001907349,5.889749994277954,1.8469929251864894,0.04,0.77,SELL,SELL
IPH,IPH LIMITED,Commercial & Professional Services,8.074999809265137,7.539999961853027,7.980000019073486,8.069999694824219,764276.0,8.07,7.759000015258789,7.06340000629425,1.207247794058472,0.09,1.13,BUY,BUY
IRE,IRESS LIMITED,Software & Services,13.59000015258789,13.369999885559082,13.460000038146973,13.489999771118164,526539.0,13.49,13.914000082015992,13.561304273605346,2.5277678721735803,0.03,0.22,SELL,SELL
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,18.90999984741211,18.635000228881836,18.690000534057617,18.770000457763672,1391452.0,18.77,18.767000198364258,18.265141639709473,5.994682820246611,0.08,0.43,BUY,BUY
JHG,JANUS HENDERSON GROUP PLC,Diversified Financials,32.209999084472656,31.690000534057617,31.770000457763672,32.11000061035156,113340.0,32.11,31.419500064849853,32.502978820800784,11.542072972396392,0.34,1.07,BUY,SELL
JBH,JB HI-FI LIMITED,Retailing,29.34000015258789,28.809999465942383,28.90999984741211,29.299999237060547,490093.0,29.3,27.236499881744386,25.6753000831604,5.813967989959832,0.39,1.35,BUY,BUY
LLC,LENDLEASE GROUP,Real Estate,15.234999656677246,14.744999885559082,15.109999656677246,14.960000038146973,3392644.0,14.96,13.910500001907348,13.249813985824584,4.143028255131946,-0.15,-0.99,BUY,BUY
LNK,LINK ADMINISTRATION HOLDINGS LIMITED,Software & Services,5.190000057220459,5.070000171661377,5.090000152587891,5.099999904632568,3135296.0,5.1,5.169500041007995,6.8224000024795535,0.6345812401167649,0.01,0.2,SELL,SELL
LYC,LYNAS CORPORATION LIMITED,Materials,2.8499999046325684,2.7300000190734863,2.7699999809265137,2.819999933242798,4172144.0,2.82,2.677999973297119,2.221449990272522,5.737970677152055,0.05,1.81,BUY,BUY
MQG,MACQUARIE GROUP LIMITED,Diversified Financials,127.83999633789062,126.16999816894531,126.72000122070312,127.29000091552734,424021.0,127.29,127.24949989318847,124.71213104248046,33.041845652871075,0.57,0.45,BUY,BUY
MFG,MAGELLAN FINANCIAL GROUP LIMITED,Diversified Financials,58.65999984741211,56.83000183105469,56.83000183105469,58.0,807401.0,58.0,54.432999801635745,43.859099884033206,11.130515221255367,1.17,2.06,BUY,BUY
MYX,MAYNE PHARMA GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",0.5049999952316284,0.47999998927116394,0.48500001430511475,0.5,5461385.0,0.5,0.5159999996423721,0.6133999967575073,0.4168689383081371,0.015,3.09,SELL,SELL
MMS,MCMILLAN SHAKESPEARE LIMITED,Commercial & Professional Services,13.460000038146973,13.210000038146973,13.210000038146973,13.449999809265137,215652.0,13.45,12.7375,12.742250537872314,3.5584810363247703,0.24,1.82,BUY,BUY
MPL,MEDIBANK PRIVATE LIMITED,Insurance,3.6549999713897705,3.565000057220459,3.5899999141693115,3.6500000953674316,7423757.0,3.65,3.559499990940094,3.0665953731536866,0.42042967508927964,0.06,1.67,BUY,BUY
MTS,METCASH LIMITED,Food & Staples Retailing,2.9000000953674316,2.8399999141693115,2.8499999046325684,2.880000114440918,1580164.0,2.88,2.7066920161247254,2.743142387866974,0.5741977742063387,0.03,1.05,BUY,BUY
MIN,MINERAL RESOURCES LIMITED,Materials,15.0600004196167,14.5600004196167,14.6899995803833,15.020000457763672,1031172.0,15.02,15.260500049591064,15.489557981491089,3.9552628477070044,0.33,2.25,SELL,SELL
MGR,MIRVAC GROUP,Real Estate,3.2100000381469727,3.130000114440918,3.180000066757202,3.2100000381469727,9306117.0,3.21,3.214530515670776,2.889417006969452,0.5632973808146103,0.03,0.94,SELL,BUY
MND,MONADELPHOUS GROUP LIMITED,Capital Goods,18.84000015258789,18.540000915527344,18.649999618530273,18.700000762939453,95464.0,18.7,18.828500080108643,18.529826946258545,3.45449503821563,0.05,0.27,SELL,BUY
NAN,NANOSONICS LIMITED,Health Care Equipment & Services,5.239999771118164,5.074999809265137,5.150000095367432,5.199999809265137,850441.0,5.2,5.4079999923706055,4.692100005149841,1.1773925729317136,0.05,0.97,SELL,BUY
NAB,NATIONAL AUSTRALIA BANK LIMITED,Banks,27.729999542236328,27.260000228881836,27.56999969482422,27.510000228881836,10615926.0,27.51,26.877500152587892,25.395855407714844,5.157402944319323,-0.06,-0.22,BUY,BUY
NSR,NATIONAL STORAGE REIT,Real Estate,1.7350000143051147,1.715000033378601,1.7350000143051147,1.725000023841858,2831456.0,1.725,1.7572366654872895,1.7170762872695924,0.2532703228901967,-0.01,-0.58,SELL,BUY
NEA,NEARMAP LTD,Commercial & Professional Services,3.1500000953674316,3.069999933242798,3.119999885559082,3.109999895095825,3847757.0,3.11,3.5904999732971192,3.3086999964714052,0.7175115742700733,-0.01,-0.32,SELL,SELL
NHC,NEW HOPE CORPORATION LIMITED,Energy,2.569999933242798,2.5199999809265137,2.559999942779541,2.5399999618530273,1626557.0,2.54,2.656000018119812,2.945099992752075,0.9133494589656362,-0.02,-0.78,SELL,SELL
NCM,NEWCREST MINING LIMITED,Materials,33.33000183105469,33.0099983215332,33.11000061035156,33.150001525878906,3877688.0,33.15,31.958999919891358,27.28309995651245,8.758484463925297,0.04,0.12,BUY,BUY
NWS,NEWS CORPORATION..,Media & Entertainment,19.190000534057617,19.020000457763672,19.190000534057617,19.1200008392334,162440.0,19.12,19.716499900817873,18.15532648086548,1.5271423404630984,-0.07,-0.36,SELL,BUY
NXT,NEXTDC LIMITED,Software & Services,6.710000038146973,6.550000190734863,6.559999942779541,6.699999809265137,614800.0,6.7,6.5699999809265135,6.4175999736785885,1.833576432706182,0.14,2.13,BUY,BUY
NHF,NIB HOLDINGS LIMITED,Insurance,7.980000019073486,7.699999809265137,7.71999979019165,7.900000095367432,758943.0,7.9,7.841999959945679,6.380499982833863,1.8849680973770524,0.18,2.33,BUY,BUY
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Media & Entertainment,1.9199999570846558,1.8969999551773071,1.909999966621399,1.9149999618530273,5125950.0,1.915,1.9509999990463256,1.8415305078029633,0.4038285713405845,0.005,0.26,SELL,BUY
